0003F1DE,"SHOWROOM"
B777520C,"Numerous high speed suspects spotted racing along Grand Peak Drive."
B777520D,"Dispatch I'm tracking a  street race along Grand Peak Drive."
B778D335,"Cross the finish line while using the Turbo"
B791ACC6,"Unlocked at Assignment 8"
B79D2987,"10-4. Copy that, responding."
B79D2988,"10-4, will respond."
B79D2989,"10-4, will assist."
B79D298A,"Copy, will assist."
B79D298B,"10-4. Let me know how I can assist, over."
B79D298C,"Copy that, will respond, over."
B79D96AD,"HEAD-TO-HEAD"
B7A30113,"To pursue and protect"
B7F5A7F1,"Shock Wave. Area effect compressed air burst that blasts vehicles aside."
B7FCB5E6,"Dispatch, I have a street race in progress on Fork Tongue Trail.  Requesting backup units to shut it down."
B7FCB5E7,"Control, I've spotted a street race on Fork Tongue Trail. Requesting support of additional units to intercept"
B808BA32,"AVENTADOR LP 700-4"
B80CADEE,"GAMEPLAY"
B80F45B1,"EMP HIT"
B81EBDF0,"Create a new account"
B81FEDC6,"Any available back up? Over."
B81FEDC7,"Code 3 pursuit, we need additional units."
B81FEDC8,"Err, Dispatch, we're going to need additional back up, over."
B81FEDC9,"Any unit ahead of me able to block this guy? We need back up."
B81FEDCA,"Dispatch, any units available to help?"
B81FEDCB,"Dispatch, Dispatch, I need assistance."
B82059AA,"Shortcuts taken while pursued: {0:s} of {1:s}"
B83E6C13,"Lamborghini Aventador LP 720-4 50th Anniversary Edition"
B83EBCF4,"Lamborghini"
B83F5F38,"<Add name here>"
B8447F5D,"<Add name here>"
B856497A,"BRAZILIAN VOICE ACTORS"
B8689091,"VEHICLES"
B871A711,"Lamborghini Aventador LP 700-4"
B87BE973,"The Need for Speed™ Network is your destination for all things Need For Speed. With the power of Autolog you can Connect, compare, compete and share your activities with your friends to be the ultimate rival. Select the options below to view a QR code that you can scan to access Need for Speed™ Network"
B880468A,"Unlocked at Assignment 2 ENF"
B8817CD3,"Complete {0:s}  Races"
B88ED3DD,"{0:s} of {1:s} time trials beaten in a Pursuit"
B89A5E5A,"Vanuatu"
B8A109E5,"Control, this guy is going tactical on me."
B8A109E6,"Control, 10-44 is suppressing my systems. I'm still in pursuit, going Code 3."
B8A109E7,"Dispatch, I'm having trouble with this 10-44, he's ignoring me completely."
B8A109E8,"I'm trying to get this guy, but he is resisting all approaches. I'm still following, going Code 3."
B8A109E9,"Tried to take him out, but he is suppressing my systems. Gonna try again next opportunity."
B8B2B011,"Portfolio Manager"
B8BA363D,"Complete 3x Rank 4 Speedlists"
B8C5D22E,"Control, Code 3 pursuit just ended in high speed collision. All available, move in to arrest."
B8C5D22F,"Control, target just crashed while attempting high speed escape."
B8C5D230,"Dispatch, speeding Racer is down after a high speed collision."
B8C5D231,"Dispatch, 10-44 just wrecked while attempting high speed getaway."
B8C5D232,"Dispatch, that Racer just crashed while making a run for it. That car is wrecked."
B8D52331,"Viper GTS"
B8D66DA6,"VANQUISH"
B9025517,""
B90F459D,"Billboards"
B91AB1E8,"Head to Head"
B93137BF,"Purchased 10 Racer vehicles"
B936A1C1,"Professional Collector"
B93F5A85,"Aston Martin Vanquish ENF"
B948A7EA,"Mustang GT"
B9554F64,"Jaguar XJ220"
B955A045,"Jaguar"
B95B62AE,"Anti Hero"
B9604E9E,"New Zealand"
B962BD50,"Rear-Ram a Racer"
B981EFD9,"SLR 722"
B9845858,"Please verify your account details.  Your Origin email address is {0:s}."
B987EFC3,""
B996DAD6,"F1 LM"
B99F312B,"Driving in an {0:~} with {1:d} players"
B9BBC686,"FF"
B9C0518B,"EXPLORER"
B9CE9DF0,"MUSIC"
B9E7676F,"Unlocked at Assignment 14 UC"
B9EBC30F,"Congratulations. You've completed you're Cop Career but there's still plenty left to do."
B9EBC310,"You can go back and challenge the other outstanding Assignments and compete with your Friends through Autolog. The rivalry continues."
B9F67197,"Control, this Racer just took out my electrics."
B9F67198,"I'm hit. Losing speed."
B9F746F2,"If there is one lesson the police should learn from this, it's that they can't keep up with us."
B9F746F3,"Officer McManis pushed his limit, but ours was further."
B9F746F4,"They say we endanger the public, but they are the ones who aren't in control."
B9F746F5,"But they don't want the truth."
B9F746F6,"They want revenge for a crime that was never committed."
B9F746F7,"The police were our rivals."
B9F746F8,"Now they are our enemies."
BA22404A,""
BA24B365,"Ferrari FF"
BA293E6A,"Ford Explorer"
BA52336A,"Perfect Nitrous: {0:s}/{1:s}"
BA525278,"“EDM Death Machine”"
BA525279,"Performed by Knife Party"
BA52527A,"Written by Rob Swire and Gareth McGrillen"
BA52527B,"Published by Sony/ATV Songs (BMI) and EMI Blackwood Music, Inc. (BMII)"
BA52527C,"Recording courtesy of Warner UK by arrangement with Warner Music Group Video Game Licensing"
BA5C3ED3,"Lockdown a Racer"
BA5E36C5,"NEW PATROL CAR"
BA62511E,"All units, possible Code 3 pursuit on Riverside Drive."
BA62511F,"All units, am pursuing a 10-41 on Riverside Drive, looks like a possible Code 3 pursuit."
BA625120,"All units, possible Code 3 pursuit. I have a speeding vehicle that's ignoring lights on Riverside Drive."
BA625121,"Dispatch, Dispatch, alert all units, I have a 10-41 on Riverside Drive."
BA658C98,"Racing in a {c0}{c1}"
BA6A0B09,"Roger that. Weapon systems are now online."
BA6A0B0A,"Copy that. Use of weapons has been authorized."
BA6A0B0B,"You are weapons free."
BA6A0B0C,"Use of weapons approved."
BA6A0B0D,"Copied and understood. Weapons systems engaged."
BA6A0B0E,"Roger that, your vehicle's weapons are now active."
BA6A0B0F,"You are authorized for use of weapons."
BA6A0B10,"10-4. Weapon systems are active. You are cleared to engage."
BA6A0B11,"Copy that, Code 3 is authorized at this time. Detailing additional to assist, over."
BA6A0B29,"Copy that, will detail units to assist."
BA6A0B2A,"Copy that, keep advised of pursuit. Will assign units to assist."
BA6A0B2B,"Copy that, Code 3 authorized."
BA6A0B2C,"Copy that, Code 3 authorized. Will advise all units in your vicinity."
BA6A0B2D,"Copy that, Duty is authorizing a Code 3 pursuit. Keep me advised of your location, over."
BA6A0B2E,"Copy that, am detailing units to assist."
BA6A0B2F,"Copy that, advise of suspect details. Additional units will be assigned."
BA6A0B30,"Copy that, Code 3 authorized. Advise of progress, over."
BA6A0B31,"Copy that, Duty authorizes Code 3. All units will be advised."
BA6A0B32,"Copy that, Duty is authorizing a Code 3 pursuit."
BA6A0B4A,"Copy that, Duty has authorized Code 3 at this time."
BA6A0B4B,"Copy that, advise of suspect details. Am updating MDC with pursuit status."
BA6A0B4C,"Copy that, Code 3 authorized. Advise of progress, over."
BA6A0B4D,"Copy that, you are cleared for Code 3. Additional units will be assigned."
BA6A0B4E,"Copy that, Code 3 authorized. Will advise units in your vicinity."
BA6A0B4F,"Copy that, Duty has authorized Code 3 at this time."
BA6A0B50,"Copy that, I will detail units to assist."
BA6A0B51,"Copy that, Code 3 has been authorized."
BA6A0B52,"Copy that, Duty has authorized Code 3 at this time."
BA6A0B53,"Copy that, am detailing units to assist."
BA6A0B6B,"Copy that, advise of details. Am assigning units to assist."
BA6A0B6C,"Copy that, Code 3 is authorized. Advise of progress, over."
BA6A0B6D,"Copy that, you are go for Code 3. Detailing additional to assist."
BA8A25B1,"All pursuing officers, good work out there."
BA8A25B2,"Good teamwork out there."
BA8A25B3,"No work like teamwork."
BA8A25B4,"That was great teamwork out there."
BA8A25B5,"Good team effort."
BA8A25B6,"All pursuing officers, great teamwork out there."
BA8A25B7,"They couldn't live with you. Great teamwork."
BA8A25B8,"Co-op takedown logged. Target never stood a chance."
BA916D6E,"I decline"
BA9E3C30,"Producers"
BAAE4268,"F-8 will push me, I will push him"
BABDD550,"Complete 2x Rank 8 Speedlists"
BAEDBA73,"WEB FAVORITES"
BB03F8C7,"Lamborghini Gallardo LP 570-4 Super Trofeo ENF"
BB0449A8,"Lamborghini"
BB05B3B4,"PURSUIT TECH"
BB1640CB,"Show Speedlist"
BB1C25FF,"Show Speedwall"
BB20B343,"F50"
BB21AECF,"Tracker"
BB29F3E1,"Commencing patrol of Gullwing Drive"
BB29F3E2,"I'm starting my patrol sweep along Gullwing Drive"
BB29F3E3,"Beginning my patrol run along Gullwing Drive"
BB39A8C5,"{0:s} any {1:s} {2:s} Events"
BB6D0F82,"ESF hits: {0:s}/{1:s}"
BB93AE70,"Unable to find new session...please try again later."
BB961C63,"Breaking from Roadblock and joining pursuit."
BB961C64,"Dispatch, we're breaking up the Roadblock and joining pursuit."
BB961C65,"Roadblock disbanded. We're heading after the target."
BBB3C5E1,"Strength"
BBB549D2,"km/h"
BBBA1CBD,"Rim Colors"
BBC69157,"RIM DECALS"
BBD1F75B,"Pursuing Racers in an {0:~}"
BBEF0563,"Artists"
BBF06B65,"Power Play"
BBF4642F,"Sign into Origin."
BC04528A,"New Speed Camera"
BC121EF0,"{0:s} open"
BC1B06D7,"Upgraded all Cop Pursuit Tech in one car to maximum level and equipped both slots"
BC2070D9,"Upgrade Master"
BC20B96E,"Just ID's a Racer on West Ridge Drive. Looks like they were laying low in one of these buildings."
BC20B96F,"Be advised, I'm tracking a named suspect emerging onto West Ridge Drive. I'm on him."
BC20B9D4,"10-4."
BC20B9D5,"10-4."
BC20B9D6,"Copy that."
BC20B9D7,"Copy that."
BC20B9D8,"Dispatch, advise when you have further info, over."
BC20B9D9,"Dispatch, do you need further info, over?"
BC20B9DA,"10-4, will respond when able."
BC20B9DB,"10-6, standby for update."
BC3251D8,"We have a report of an 11-23. Units need to respond, over."
BC3251D9,"All units in the vicinity, we have an 11-23. Unit down."
BC3251DA,"All units, all units, 11-23. Officer in need of assistance, over."
BC34732F,"CONGRATULATIONS"
BC3F7C14,"FACEBOOK SIGN-IN"
BC422063,"LEAVE COMMAND POST?"
BC4593A2,"C 63 AMG"
BC5E7FF3,"Jaguar and the leaper device are trademarks owned and licensed by Jaguar Land Rover Limited."
BC622096,"GLOBAL MARKETING TEAM"
BC630820,"Driven 50 cumulative minutes in any Ford then entered garage"
BC687222,"Deep Down, You Know You Want To"
BC6BB4F7,"Macedonia"
BC6F4730,"“Here We Go Now” feat. Perry Farrell"
BC6F4731,"Performed by Cole Plante"
BC6F4732,"Written by Cole Plante, Josef Plante, Matt Dzyacky and Perry Farrell"
BC6F4733,"Published by Seven Peaks Music, 13 Rooms Colektiv Publishing ,PGRM Limited (ASCAP), Copyright Control and Kiss Me Here, Inc.(BMI) administered by Kobalt Music Publishing America, Inc."
BC6F4734,"Recording courtesy of Hollywood Records"
BC7E3F46,"Nissan"
BCA06E18,"Unlocked at Assignment 15 ENF"
BCA35C48,"Racer immobilized by Roadblock."
BCA35C49,"1 Lincoln Nine. Target stopped by Roadblock."
BCA35C4A,"1 Lincoln Nine. We got the suspect."
BCBBE17E,"Control, I've got a 10-44 here that just broke cover. Tracking the vehicle along Sunset Tunnel."
BCBBE17F,"Just ID'd a Street Racer emerging onto Sunset Tunnel."
BCC3D67F,"Get {0:s} head-on collisions at high speed"
BCD63512,"I have a Code 3 on multiple Racers on Coyote Pass.  Requesting assistance from any available units in the vicinity."
BCD63513,"Pursuit underway of multiple 10-44s on Coyote Pass. Requesting support from any backup units in the area."
BCD6CD20,"Car Horn"
BCE4F048,"CREDITS"
BCEB73F5,"Unlocked at Assignment 18 UC"
BCF58C54,"Let's go"
BCF58C55,"Sure thing."
BCF58C56,"Ready when you are."
BCF58C57,"Just say when."
BCFDAC69,"Facebook Updates"
BD00C62D,"B2"
BD280287,"The Roadblock device calls in group of police vehicles and Spike Strips, to block the path ahead. If any Racers get past the Roadblock, it will break formation and join the Pursuit."
BD2B96B1,"New Ferrari 458 Spider livery: Black Out"
BD69B30C,"Marussia B2 UC"
BD726754,"Spike Strip Hit"
BD76C805,"Interceptor initiated"
BD77DCC6,"New Ferrari Enzo Ferrari livery: Forty-Three"
BD77E960,"QA Compliance Project Lead"
BD97CFF7,"McLaren F1 LM ENF"
BD97D647,"Welcome to the Redview County Police Department."
BD97D648,"This is one of many RCPD mobile Command Posts post spread throughout the county."
BD97D649,"It's also where you'll start your training."
BD9820D8,"McLaren"
BD9990E2,"Installing…"
BD9B7B27,"Rear-Ram Racers: {0:s}/{1:s}"
BDA280C3,"Studio Director of Operations"
BDA280C4,"Studio Director of Production"
BDA79C14,"Perform a Perfect Nitrous while pursued by Cops"
BDA8A553,"ENFORCER"
BDB69571,"Review the Terms of Service, and Privacy Policy."
BDD9A7F4,"Leave Hideout and start at this location?"
BDF247B3,"Reach {0:s}"
BDFE96C2,"Found Jump"
BE07E40F,"Reach Racer Rank 20"
BE0A9AE3,""
BE1E4545,"Murciélago"
BE211973,"Dispatch, run local chop shops in case this is a heist, we might have someone shopping for exotics, over."
BE211974,"Dispatch, we need more units, 10-44 is still high speed, over."
BE211975,"Watch for traffic, we don't want the Racers tangling up in it."
BE211976,"Dispatch, we need more back before these Street Racers make a break for it, over."
BE211977,"Dispatch, we need back, or we're going to lose these Racers."
BE211978,"All units, watch your speed, we want to catch these guys, not lose units, over."
BE211979,"All units, watch for a break on the right."
BE21197A,"All units, watch for them breaking to the left."
BE21197B,"All units, we have the front two covered, who's got the vehicles at the back over?"
BE211993,"Dispatch, 10-44 continues at high speed, over."
BE211994,"All units, watch for the ones at the back trying to drop off."
BE211995,"Dispatch, 10-44 continuing, either we're part of their race, or they just don't care."
BE211996,"Dispatch, do you we have a Lead designated for each Racer?"
BE211997,"Dispatch, can you give us a set of Roadblocks? It's going to be easier to bring them all in together, than try and pick them off, over."
BE211998,"Dispatch, if they're racing, they have to be on a route, anyone got an idea where they're heading?"
BE211999,"These guys are good."
BE21199A,"Yeah, Dispatch, these are some serious vehicles, we're not dealing with joyriders."
BE21199B,"Do we have anyone on the leader?"
BE21199C,"Is there anyone on the leader, anyone on the leader? Over."
BE3361A4,"Belarus"
BE36859B,"Belgium"
BE40E369,"CONTROLLER DISCONNECTED"
BE552ED8,"Am going for the block."
BE552ED9,"That's a go, that's a go."
BE5A8B0A,"Get {0:s} Near Misses while driving at high speed"
BE7BEEA9,"Wreck a Cop above Rank {0:s}"
BEA693B6,"Bermuda"
BEAE2513,"OPPONENTS TRACKED"
BEB10A6C,"Control, I've got a 10-44 here that just broke cover. Tracking the vehicle along Dead Tree Canyon."
BEB10A6D,"Just ID'd a Street Racer emerging onto Dead Tree Canyon."
BEB830C1,"Earned 50 seconds of air time in any Ford car"
BEBD9AC3,"5, 4, 3, 2, Mach 1!"
BEC16653,"Lamborghini Murciélago LP 670-4 SuperVeloce ENF"
BEC1B734,"Lamborghini"
BECB05EF,"All units, possible Code 3 pursuit on Sunset Tunnel."
BECB05F0,"All units, am pursuing a 10-41 on Sunset Tunnel, looks like a possible Code 3 pursuit."
BECB05F1,"All units, possible Code 3 pursuit. I have a speeding vehicle that's ignoring lights on Sunset Tunnel."
BECB05F2,"Dispatch, Dispatch, alert all units, I have a 10-41 on Sunset Tunnel."
BECB70CC,"“Veyron 1001"""
BECB70CD,"Performed by Helmut Kraft & Miss Brown"
BECB70CE,"Written by Helmut Kraft and Miss Brown"
BECB70CF,"Published by Sparks Media"
BECB70D0,"Recording courtesy of SACRED Music"
BEFAD0E0,"Select your country."
BEFD71B4,"Scheduling Lead"
BF2E38EA,"Desert"
BF3A5F6F,"Be advised, I'm tracking a named suspect emerging onto West Ridge Drive. I'm on him."
BF3A5F70,"Control, I just ID'd a wanted vehicle exiting a building on West Ridge Drive."
BF44BA55,"Lebanon"
BF4D8715,"{0:s}/{1:s} Repairs at Critical Health"
BF58686A,"Invincible"
BF5C0E03,"Thirteen"
BF5F22C6,"Review both the documents and then choose to accept or decline them"
BF79A6A5,"Vehicle damage critical"
BF7D4DC9,"The server is currently not available.  Please try again later."
BF813926,"Crafted Weave"
BFAE353F,"Rear-Ram {0:s} Racers"
BFC96749,"Unlocked at Assignment 11 ENF"
BFD8D5CB,"EA can share my information with select third parties"
BFE4CD21,"Change this as host to define your matchmaking settings on the fly."
C01210BF,"Network Illicit Racer"
C021820D,"VANQUISH"
C02EEC03,"OverWatch Tourer"
C033799C,"Get a Nitrous Side-Slam"
C046AE50,"“Rumble”"
C046AE51,"Performed by Garmiani"
C046AE52,"Written by Jiar Garmiani"
C046AE53,"Copyright Control"
C046AE54,"Recording courtesy of Dim Mak"
C04C10EA,"Cops Spike Stripped: {0:s}/{1:s}"
C05361A4,"Suspect detained and in the system."
C05361A5,"Arrest complete. That should slow them down."
C05361A6,"Dispatch, reporting halted 10-44 has been successfully charged."
C05361A7,"Be advised, Dispatch, the halted target is in the system."
C05361A8,"Control, chalk up another arrest on a 10-44."
C05361A9,"Racer's details are in the system. Should be coming through any second, Dispatch."
C05361AA,"Target's under arrest, Dispatch. Let's hope they've learned their lesson."
C056162F,"Live Ops Lead"
C0722E1D,"All units, Roadblock has failed. Racer is still on the move."
C0722E1E,"All units, Racer has bypassed Roadblock. Maintain pursuit Code 3."
C0722E1F,"All pursuit vehicles, be advised, 10-44 has skirted Roadblock. All units pursue and detain."
C0722E20,"Suspect has avoided Roadblock. All units disperse and pursue."
C0722E21,"Roadblock failed. Pursuit Code 3 continues."
C08020D4,"Lesotho"
C086C953,"Lamborghini Aventador LP 720-4"
C086FF08,"All units, be on the lookout for a street Race, last spotted heading down West Ridge Drive."
C086FF09,"All units near West Ridge Drive, we have an street race in motion. Move in and intercept."
C086FF0A,"All units near West Ridge Drive, be advised, we have a 10-44 in progress. Pursuing officer is Code 3."
C089AC11,"Chevrolet Caprice Police Patrol Vehicle"
C089D2D2,"Escape a Pursuit with a Multiplier above {0:s}x"
C089FCF2,"Chevrolet"
C08A6EEC,"Aston Martin Vanquish"
C0B0D071,"Just ID'd a Street Racer emerging onto Laguna Rise."
C0B0D072,"I've got eyes on a known Street Racer exiting a building on Laguna Rise."
C0B74C8C,"Republic of Korea"
C0C94FFB,"BUY PERFORMANCE UPGRADE?"
C0D50BC3,"Complete any  Interceptor"
C0F0487B,"Do you want to buy the {0:s} for {1:s} ?"
C0F1C5E0,"Complete 3x Rank 10 Speedlists"
C106DFE0,"Dispatch, I'm out of the pursuit, Racer has wrecked my vehicle."
C106DFE1,"That Racer just took out my vehicle.  I'm unable to continue pursuit."
C11A22E6,"Asset Localisation Specialist"
C1291B77,"All units, possible Code 3 pursuit on Fork Tongue Trail."
C1291B78,"All units, am pursuing a 10-41 on Fork Tongue Trail, looks like a possible Code 3 pursuit."
C1291B79,"All units, possible Code 3 pursuit. I have a speeding vehicle that's ignoring lights on Fork Tongue Trail."
C1291B7A,"Dispatch, Dispatch, alert all units, I have a 10-41 on Fork Tongue Trail."
C1303391,"New Ford GT livery: This Is Your Life"
C131F42E,"Costa Rica"
C13847E2,"COMMAND POST"
C13DADAA,"KEYBOARD CONFIGURATION"
C1471DAD,"Dispatch"
C155CBC5,"Updating your location."
C161663D,"XJ220"
C17234FA,"Be advised, known Racer has exited a building and in now heading along Coyote Pass."
C17234FB,"Control, I've got a 10-44 here that just broke cover. Tracking the vehicle along Coyote Pass."
C17234FC,"Just ID'd a Street Racer emerging onto Coyote Pass."
C1748FFB,"alone"
C1748FFC,"with 1 player"
C1748FFD,"with 2 players"
C1748FFE,"with 3 players"
C1748FFF,"with 4 players"
C1749000,"with 5 players"
C1749001,"with 6 players"
C189EC32,"VANQUISH"
C1972029,"New Aston Martin Vanquish livery: Thirteen"
C19D5031,"“Magnetic”"
C19D5032,"Performed by Fenech-Soler"
C19D5033,"Written by Julian Emery, Andrew Lindsay, Benjamin Duffy, Ross Duffy, Daniel Fenech-Soler, Jon Green, Stefan Storm and Daniel Watts"
C19D5034,"Published by WB Music Corp. (ASCAP) o/b/o itself and B-Unique Records Limited, Universal PolyGram Intl. Publishing o/b/o Dalmatian Music, Big Life Music and Royalty Network o/b/o Bucks Music"
C19D5035,"Recording courtesy of Warner UK by arrangement with Warner Music Group Video Game Licensing"
C1B5CDAF,"Cook Islands"
C1B94107,"Central African Republic"
C1CA531C,"Jaguar XJ220 ENF"
C1CAB06D,"Just ID'd a Street Racer emerging onto Dead Tree Canyon."
C1CAB06E,"I've got eyes on a known Street Racer exiting a building on Dead Tree Canyon."
C1CD501A,"Shock Ram depleted"
C1D14837,"Reach Cop Rank 5"
C1E1535A,"Drive throughs"
C1F2D911,"Aston Martin Vanquish UC"
C1F925B6,"Any units available to run parallel with me, over?"
C1F925B7,"Yeah, copy that, I'll check the next search area, over."
C1F925B8,"This is 2 Charlie-2, if the suspect's still here he must have gone to ground. Can we bring the perimeter in, put pressure on this guy?"
C1F925B9,"10-4, checking search area."
C1F925BA,"Dispatch, have we enough units to sweep the area? We could do with back up out here."
C202EEB9,"SELECT SPEEDLIST"
C2033DFA,"Race shutdown unsuccessful. Some 10-44s managed to get away."
C2033DFB,"Some 10-44s have eluded pursuit. Race remains in progress."
C2033DFC,"Race shutdown failed. Some  10-44s have evaded pursuit and remain engaged in race activities."
C2033DFD,"Failed to shut down the race. Some of the 10-44s got away."
C2033DFE,"Visual on targets has been lost. Race still under way."
C2033DFF,"Visual lost on targets. Race remains in progress."
C2033E00,"10-44s have eluded capture. Race still in motion."
C2042348,"Localization QA Testers"
C204238E,"Localisation Software Engineers"
C21ED673,"Pursuit underway of multiple 10-44s on Coyote Pass. Requesting support from any backup units in the area."
C21ED674,"I'm in pursuit of multiple high speed vehicles on Coyote Pass. All nearby units move in to support."
C2293321,"Bronze or higher without equipping any Tech"
C24565A7,"I have a Code 3 on multiple Racers on Base Point Drive.  Requesting assistance from any available units in the vicinity."
C24565A8,"I'm in pursuit of multiple high speed vehicles on Base Point Drive. All nearby units move in to support."
C24FBEA2,"PLUS"
C2565968,"GTA SPANO"
C25C6B95,"McManis won't be the only casualty"
C2633067,"Suspected Racer spotted moving at high speed on Troll Pass."
C2633068,"Dispatch, I have a suspected 10-44 on Troll Pass."
C265918F,"Technical Operation Manager"
C2AD1789,"Bruised knuckle time"
C2AF420B,"{0:s}/{1:s} Roadblocks evaded"
C2BF4647,"GTA Spano UC"
C2C24530,"Mozambique"
C2D9663F,"The rules no longer apply"
C2F139B4,"I'm setting up a race on Kingfisher Road. Form up if you're in."
C2F139B5,"I'm setting up an open challenge on Kingfisher Road."
C2F139B6,"Open challenge on Kingfisher Road for anyone who wants a race."
C2F139B7,"Heads up. Race about to start on Kingfisher Road."
C2F139B8,"About to get a race underway on Kingfisher Road."
C3175006,"All units, be on the lookout for a street Race, last spotted heading down Dead Tree Canyon."
C3175007,"All units near Dead Tree Canyon, we have an street race in motion. Move in and intercept."
C3175008,"All units near Dead Tree Canyon, be advised, we have a 10-44 in progress. Pursuing officer is Code 3."
C334B04A,"Systems re-engaging"
C334D367,"Enzo"
C33DB0D8,"{0:s} is now playing Need for Speed™ Rivals"
C33DF77D,"He's using Spike Strips."
C33DF77E,"Suspect is deploying Spike Strips."
C33DF77F,"There are Spike Strips in the road."
C33DF780,"Watch the road, he's dropping Spike Strips."
C33DF781,"Wanted vehicle is dropping Spike Strips."
C3410C22,"MIURA CONCEPT"
C3490A29,"Ethiopia"
C34947A2,"Eritrea"
C3547E2E,"Senior QA Test Lead"
C357D1D8,"Let's get it on."
C357D1D9,"Easy money."
C357D1DA,"Now you're talking my language."
C357D1DB,"You're on."
C3637A66,"Mercedes-Benz McLaren SLR 722 Edition"
C363CB47,"Mercedes-Benz"
C36597AB,"Drift Corners"
C37675B4,"Street Scars"
C37EF64E,"View Privacy Policy"
C3826799,"9TH"
C38396E1,"Light scattering help text"
C39BC8A7,"Air-14. We're over and have visual on target."
C39BC8A8,"We've ID'd the suspect vehicle."
C39BC8A9,"Air-14 to all units. We're over and have eyes on the 10-44."
C39BC8AA,"We have visual on target Racer."
C39BC8AB,"Air-14 to all units. We're overhead and have visual on the suspect."
C3A9F901,"Lamborghini Miura Concept UC"
C3B31B17,"Original score composed and performed by Vanesa Lorena Tate"
C3C96344,"I'm in pursuit of multiple high speed vehicles on Pacific Woods. All nearby units move in to support."
C3C96345,"Requesting support in pursuit of multiple Racers on Pacific Woods.  Dispatch please respond."
C3CBD6DF,"Control, I just ID'd a wanted vehicle exiting a building on Sun Valley Run."
C3CBD6E0,"Be advised, known Racer has exited a building and in now heading along Sun Valley Run."
C428A0A6,"On"
C429AC44,"Saturation"
C449685D,"New Aston Martin Vanquish livery: Studio"
C460E3B7,"No"
C474177D,"10-4, I advise escalating this pursuit. Can someone speak to the Duty Sergeant?"
C474177E,"10-4, we need clearance to PIT this guy."
C474177F,"Dispatch, this pursuit is going to need escalating."
C4741780,"Dispatch, this suspect isn't going to give up. We need authorization to escalate pursuit."
C4741781,"10-4, proceed with caution."
C4741782,"Copy that. This guy's not going to stop for us."
C47E1200,""
C4897C11,"Change your password"
C48CF2F6,"Forest"
C4941AD6,"Bleeding Skull"
C4994759,"Be advised, pursuit duration is endangering public safety."
C499475A,"Pursuit duration is endangering the public. Stop and detain suspect ASAP."
C499475B,"On-going pursuit is endangering the public. Apprehend Racer ASAP."
C499475C,"All units, we need you to shut down the suspect ASAP."
C499475D,"Target is endangering public safety. Rapid takedown advised."
C499475E,"All units, halt and detain target as soon as possible."
C499475F,"All units, be advised. We need you to shut down that Racer as soon as possible."
C4994760,"All units, we need you to stop the 10-44 ASAP. Pursuit length jeopardizing public safety."
C4BB699E,"{0:d}x"
C4D92266,"Uncontrolled. Unshackled"
C4E8BB44,"EasyDrive Right"
C4F38D1C,"Position"
C5085866,"Interstate"
C52F42E5,"I'm done here."
C52F42E6,"I'm out of here."
C52F42E7,"Dropping out."
C52F42E8,"I'm bailing out."
C53A93E8,"{0:s} has been played {1:s} times over the last day by {2:s}"
C5571E94,"Roadblock Hit"
C56C0D52,"EADP Systems Test - Online Test Group"
C578BFE4,"New Lamborghini Aventador LP 720-4 livery: Unison"
C58B0DE9,"After numerous complaints from the public about police brutality, the U.S. Department of Justice has been called in to examine what is being called a culture of intimidation in the Redwood City police force."
C58B0DEA,"Dozens of officers have been implicated in this growing scandal."
C58B0DEB,"In the 18th precinct, which has been the epicenter of this investigation, all officers have been put on reduced duty while the investigation plays out."
C58B0DEC,"In the precinct at the center of this scandal, all officers have been put on restricted duty while the investigation plays out."
C58B0DED,"Most of the officers have been assigned to administrative tasks, and what few officers remain on patrol are restricted to parking enforcement and observational duties."
C58B0DEE,"In the meantime, the FBI Vehicle Response Team, which is the nation's top interdiction unit, has been called in to secure the streets and deal with the growing street-racing problem until local police are cleared of wrongdoing."
C58B0DEF,"The VRT is typically only called upon to target violent criminal organizations or assist in Federal States of Emergency…"
C58B0DF0,"I am not you."
C58B0DF1,"I am the dirt under your nails."
C58B0E09,"I am the sin you deny at confession."
C58B0E0A,"The voting public is a bunch of hypocrites."
C58B0E0B,"The voting public are a bunch of hypocrites."
C58B0E0C,"What do they think they are sending us to do?"
C58B0E0D,"They collectively ask us to defend them"
C58B0E0E,"The public asks us to defend them"
C58B0E0F,"sanctioning whatever violence it takes"
C58B0E10,"They use terms like ‘necessary force' and ‘resisting arrest' to shelter themselves from the fact that they have sent us beat, maim, and kill the people who would do the same to them."
C58B0E11,"Deep down, they know they need us, because everyone wants security."
C58B0E12,"But only a few are willing to accept the price."
C58B0E2A,"Willing to accept that we are the bullet they fired."
C58B0E2B,"Welcome to American democracy – everyone gets a vote, and everyone gets plausible deniability when they get what they asked for."
C594EE72,"[HARD] Take Me Out"
C594EE73,"[EASY] No Way Out"
C594EE75,"[HARD] Enemy of Redview"
C594EE76,"[EASY] Born Too Fast"
C594EE77,"[EASY] The Hunted"
C594EE78,"[HARD] Now Is The Time"
C594EE79,"[HARD] Born Runner"
C594EE91,"[EASY] Great Escape"
C594EE92,"[EASY] Menace"
C594EE93,"[MED] High Roller"
C594EE94,"[MED] Panic Attack"
C594EE95,"[MED] Out Of Control"
C594EE96,"[MED] Under Pressure"
C594EE97,"[MED] Breakout"
C594EE98,"[MED] Escape Velocity"
C594EE99,"[MED] Raw Skills"
C594EE9A,"Higher Stakes"
